"V1","V2"
0.35390181648842,0.184829197443317
3.65733107694896,2.66765708745186
0.204609496859108,0.207807624684242
1.84513341107605,1.19671405351246
0.196696402629116,0.191069190474048
0.232242039242065,0.232942042504512
0.256770971513696,0.277111108350929
3.62528997421158,2.9915991388533
3.73535833499357,3.86270654650361
2.47381270632437,2.49293974958631
0.441352681606781,0.199590553769407
0.467475681972592,0.470595544204742
0.0219848116985724,0.0223347709549718
7.3844108571511,7.00426545996848
0.08596127003078,0.0823840947066198
4.39910201624818,4.05205479037327
2.83342971646311,2.87353065966578
1.67095726901667,0.404815560253143
10.6426204520724,10.9588311106014
0.960457905603368,1.04895511672192
0.203047117192157,0.187366473574135
64.4372247740782,67.7611235355536
3.52481303723396,1.43148916018721
0.0443697174322557,0.0491184910147198
NA,4.35755344347636
8.59056598354984,6.2464348352051
0.0320974132420185,0.0338321984345489
0.116395810419059,0.126540658901422
1.28993486111083,1.26889214116006
107.879126475331,18.3478168583536
20.2663845562881,18.9789735272559
10.6638173467218,9.98281076583384
0.498231812093236,0.475830308252522
0.0400734535702458,0.0394545588766058
6.90616997213791,6.58051458423733
0.0259041036571433,0.0251499617443557
0.687290161352517,0.675491481709812
0.102133041882255,0.0975444649460135
0.664339000910343,0.650166694326198
0.230868591393148,0.370247377086182
1.4155910495409,1.27321044711373
1.46664094271582,1.49289292429218
0.17687951050671,0.193702179254096
0.0616407969524257,0.061604502210882
1.44539500871108,1.39243554029002
NA,1.12399648650882
0.339983855203069,0.149708678002346
0.0742070254221292,0.0723560818668416
0.501468787906825,0.406421275847817
0.0431860186827809,0.0411606918230554
0.90123330017497,0.717179722162224
4.31533532734479,4.09035556483511
NA,0.861142204582494
0.173913034887965,0.160023638662344
0.328502235510789,0.43157069091235
0.115464306569976,0.122743785766552
3.85405986670282,3.16095750184451
0.0820407977898235,0.0776961237984885
0.483480342683587,0.460685337173503
0.388579923399579,0.283659005405407
5.13296811199843,5.11810615885339
0.0635318181435042,0.0599899474496529
72.5052093658238,72.5834280591949
0.571953227238214,0.552364311344214
0.0483170711865149,0.0460767666990673
2.94471642931979,3.25296065836099
0.16946671896471,0.147544781420742
0.829841789473889,0.672726861030082
0.0310188020075214,0.0300271451503848
3.11356369470773,3.30777846521454
1.24095171936998,1.16894877584518
0.0354683020567369,0.0476075616326807
0.972706108100637,1.03484769806281
0.0248868256111261,0.0251712210878164
1.11435754957443,1.1171484586141
0.200247744413189,0.208290634396761
0.0978855535812935,0.0998078522768196
1.99662467449279,1.98944199542071
1.00000759749107,0.975221425085551
4.11979740400198,4.1058644761968
9.96290334887634,9.85628924558458
5.46698038331437,5.2393123280015
0.850270051568729,0.590741593417975
3.4810130834206,3.57187399233156
0.0606514314185854,0.059795024556744
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
